sample_id,wl_900,wl_905,wl_910,wl_915,wl_920,wl_925,wl_930,wl_935,wl_940,wl_945,wl_950,wl_955,wl_960,wl_965,wl_970,wl_975,wl_980,wl_985,wl_990,wl_995,wl_1000,wl_1005,wl_1010,wl_1015,wl_1020,wl_1025,wl_1030,wl_1035,wl_1040,wl_1045,wl_1050,wl_1055,wl_1060,wl_1065,wl_1070,wl_1075,wl_1080,wl_1085,wl_1090,wl_1095,wl_1100,wl_1105,wl_1110,wl_1115,wl_1120,wl_1125,wl_1130,wl_1135,wl_1140,wl_1145,wl_1150,wl_1155,wl_1160,wl_1165,wl_1170,wl_1175,wl_1180,wl_1185,wl_1190,wl_1195,wl_1200,wl_1205,wl_1210,wl_1215,wl_1220,wl_1225,wl_1230,wl_1235,wl_1240,wl_1245,wl_1250,wl_1255,wl_1260,wl_1265,wl_1270,wl_1275,wl_1280,wl_1285,wl_1290,wl_1295,wl_1300,wl_1305,wl_1310,wl_1315,wl_1320,wl_1325,wl_1330,wl_1335,wl_1340,wl_1345,wl_1350,wl_1355,wl_1360,wl_1365,wl_1370,wl_1375,wl_1380,wl_1385,wl_1390,wl_1395,wl_1400,wl_1405,wl_1410,wl_1415,wl_1420,wl_1425,wl_1430,wl_1435,wl_1440,wl_1445,wl_1450,wl_1455,wl_1460,wl_1465,wl_1470,wl_1475,wl_1480,wl_1485,wl_1490,wl_1495,wl_1500,wl_1505,wl_1510,wl_1515,wl_1520,wl_1525,wl_1530,wl_1535,wl_1540,wl_1545,wl_1550,wl_1555,wl_1560,wl_1565,wl_1570,wl_1575,wl_1580,wl_1585,wl_1590,wl_1595,wl_1600,wl_1605,wl_1610,wl_1615,wl_1620,wl_1625,wl_1630,wl_1635,wl_1640,wl_1645,wl_1650,wl_1655,wl_1660,wl_1665,wl_1670,wl_1675,wl_1680,wl_1685,wl_1690,wl_1695,wl_1700,oil_content
sample_010,0.2968468,0.29645583,0.29847348,0.29854247,0.2993369,0.2975733,0.29783776,0.29809764,0.29796508,0.29932967,0.29804125,0.2999732,0.2977184,0.29953697,0.29703557,0.2976225,0.29678428,0.2971715,0.29633617,0.29644245,0.29257607,0.2956454,0.2930242,0.29254773,0.2899804,0.2880819,0.28748468,0.28793898,0.2853757,0.28530276,0.28460515,0.2835019,0.28376827,0.2835047,0.2828644,0.28233445,0.28554225,0.28732488,0.2881025,0.2917628,0.29467425,0.30079994,0.30570453,0.31113365,0.3187218,0.32705906,0.33602914,0.3444466,0.3537238,0.36248663,0.37091213,0.3797838,0.3894508,0.39593542,0.40162766,0.40890554,0.41320053,0.41639137,0.4193353,0.41928643,0.420132,0.4176268,0.41535383,0.4124058,0.40951812,0.40607122,0.39849687,0.39598736,0.39042208,0.38750574,0.38426965,0.3824417,0.3793324,0.37984797,0.37831777,0.3792221,0.3795696,0.38346204,0.38591126,0.38951075,0.39390114,0.39838317,0.4019214,0.40733853,0.41123626,0.41301712,0.4177721,0.42082903,0.42024034,0.4235521,0.42328537,0.42566448,0.42325473,0.42174506,0.42206058,0.41871268,0.41562927,0.41466358,0.40956718,0.4056694,0.4016693,0.3974463,0.39251643,0.38994953,0.38662913,0.38187325,0.3771499,0.37493464,0.3707379,0.36828536,0.3658974,0.36323866,0.35996518,0.35819733,0.354734,0.35362443,0.34981027,0.34896845,0.34700206,0.34498447,0.34149247,0.33900875,0.3352361,0.32904354,0.3239374,0.32049158,0.31355223,0.3064956,0.29909164,0.2907586,0.28193223,0.2714193,0.26045153,0.25060913,0.23877773,0.22847046,0.21864188,0.20835495,0.19746582,0.18988559,0.18349028,0.17980044,0.17742108,0.1758142,0.17589255,0.17974201,0.18127194,0.18984006,0.19624235,0.20333837,0.21463749,0.22500044,0.23794354,0.2484166,0.26100168,0.27140623,0.2844855,0.2932993,0.30460155,0.3137388,0.32043272,38.75515
sample_011,0.35506448,0.35377783,0.354067,0.35277238,0.35400927,0.35161957,0.3531065,0.3517063,0.35223085,0.35102054,0.34888464,0.3479008,0.34815755,0.3473207,0.34627214,0.34227422,0.34179956,0.34059078,0.33755353,0.3363546,0.3325803,0.33073968,0.32577625,0.32226148,0.31881413,0.31155136,0.3065221,0.29881504,0.2922787,0.28605974,0.27619922,0.2683745,0.25836617,0.2501545,0.24106476,0.22950467,0.21900167,0.21078138,0.20093463,0.19234069,0.18497531,0.17844656,0.17088832,0.16706367,0.1625144,0.16202761,0.16125268,0.16037911,0.16382474,0.16729532,0.17098513,0.17552337,0.1805533,0.18564357,0.19361542,0.20067155,0.20676184,0.21248211,0.21849035,0.22461045,0.23075221,0.23661174,0.24282189,0.24618976,0.25274312,0.2560338,0.26125166,0.26469103,0.2688242,0.2724637,0.2759194,0.27815133,0.2804194,0.28370485,0.2842504,0.28546256,0.2893457,0.28917944,0.28890237,0.29043165,0.29061553,0.290233,0.28893673,0.28835636,0.28561872,0.28227514,0.27958652,0.27628163,0.2708544,0.26682395,0.26150337,0.25755644,0.25082883,0.2442022,0.23712623,0.22998399,0.22251618,0.21452461,0.20617779,0.19777314,0.19066676,0.18173987,0.17257567,0.16384587,0.15532652,0.14596061,0.13755041,0.12784813,0.120720975,0.11197525,0.10436208,0.09860479,0.08937638,0.08322833,0.07812563,0.07180984,0.06526556,0.060511652,0.056103185,0.051239908,0.050365582,0.04835344,0.05036691,0.049769185,0.049936075,0.05123379,0.05082225,0.049132682,0.04922273,0.050562125,0.050129928,0.050743647,0.051472504,0.049275458,0.050397586,0.048372973,0.051089656,0.048305392,0.05030439,0.056186263,0.0603042,0.06681725,0.07425007,0.080782294,0.088466465,0.095612966,0.1035104,0.11321888,0.12118385,0.13116816,0.14237481,0.14971235,0.16012794,0.16720688,0.17805065,0.18708406,0.1965962,0.20560451,0.21242526,0.22278544,0.2303854,43.331417
sample_012,0.3076253,0.30767226,0.30525222,0.30780828,0.30598298,0.30898324,0.30742297,0.30869654,0.30859682,0.3093608,0.3097501,0.30982286,0.3080507,0.30878234,0.31191978,0.30945298,0.30996218,0.3108344,0.31037256,0.31023607,0.3112625,0.31190798,0.31156525,0.31124404,0.3124853,0.31153023,0.31405985,0.31229058,0.31142426,0.31442815,0.3136245,0.31169075,0.31268084,0.31355503,0.3134018,0.3159236,0.31642616,0.31452402,0.31352615,0.3172502,0.31423324,0.31675583,0.31501907,0.31678227,0.31779757,0.31661284,0.3171291,0.31841424,0.3177492,0.3170901,0.31807578,0.31655788,0.31749886,0.3174406,0.31954697,0.31781822,0.31855878,0.31903946,0.32175595,0.31915706,0.31828278,0.31987822,0.32035097,0.32075047,0.3219617,0.32041237,0.32103172,0.32226375,0.32358706,0.32192093,0.3231815,0.32309178,0.32371432,0.32221395,0.32444057,0.32430634,0.3239897,0.3238255,0.3246584,0.32455966,0.32522205,0.32769632,0.3287139,0.3293559,0.3276846,0.32909593,0.33264095,0.33417156,0.3362388,0.3387788,0.34342176,0.34773242,0.35312775,0.35936844,0.36708316,0.37485838,0.38415882,0.39541942,0.40511826,0.41752908,0.42779425,0.4384649,0.44924763,0.45784196,0.4650701,0.47063282,0.47210404,0.47237223,0.4709473,0.46661574,0.4596529,0.45132497,0.442849,0.43153566,0.41914597,0.41046908,0.39920178,0.3866424,0.37935713,0.369949,0.3656048,0.35822648,0.3527672,0.3514948,0.35114732,0.3491296,0.34964126,0.35283297,0.35401064,0.3588796,0.36002147,0.36247694,0.36646822,0.36757836,0.36869702,0.37283173,0.3750421,0.37456313,0.37446824,0.37163794,0.3697753,0.3676524,0.36445132,0.35906824,0.35388976,0.34655294,0.34177622,0.3324836,0.32691926,0.32082126,0.31405517,0.3086907,0.30366358,0.29879296,0.29374018,0.29131767,0.2867637,0.28540382,0.282653,0.28437656,0.28189367,34.94299
sample_013,0.4162885,0.41731337,0.41662458,0.4150978,0.41680253,0.41403595,0.41564548,0.41636533,0.41616017,0.41799098,0.4183814,0.41799936,0.4202258,0.42066526,0.4210294,0.42422444,0.4241387,0.42640325,0.4281476,0.43076193,0.43193027,0.4367945,0.43784568,0.4424113,0.4459249,0.4479755,0.45277986,0.45574132,0.46186295,0.46655872,0.47058022,0.47647333,0.48223707,0.4885962,0.49511167,0.5013651,0.508072,0.51174515,0.5180604,0.52642417,0.53368145,0.5421467,0.5481789,0.55463135,0.5621993,0.5693219,0.57528764,0.58279634,0.58658475,0.59324765,0.5995517,0.60446095,0.6104156,0.61279386,0.618004,0.62341875,0.62502325,0.6277815,0.6306528,0.6316002,0.6323582,0.63234967,0.63140875,0.631362,0.6308637,0.6293248,0.62617487,0.6224155,0.61857903,0.61473185,0.6125797,0.6060186,0.6007485,0.5949684,0.58966035,0.5837412,0.5753163,0.5696759,0.5614732,0.5557628,0.5476906,0.5411494,0.5343509,0.5262991,0.52206755,0.513393,0.50641525,0.5014774,0.4960112,0.48988053,0.4845052,0.47983542,0.47637412,0.47247505,0.46817797,0.46677893,0.46457073,0.4636389,0.46232554,0.4619642,0.4631327,0.46640992,0.46735373,0.47196263,0.47637293,0.4817891,0.4885142,0.49631557,0.50358766,0.5119754,0.52184975,0.53282344,0.5451663,0.5534893,0.56449616,0.5741293,0.58684796,0.5971417,0.6069239,0.61760676,0.6243213,0.63039994,0.6386151,0.6441405,0.6482239,0.6494825,0.65216666,0.6501218,0.65143615,0.6478499,0.6448483,0.6410465,0.63581866,0.6319513,0.626419,0.6205257,0.6133525,0.608392,0.599525,0.59302235,0.58763677,0.5800124,0.5740135,0.5679187,0.55954313,0.5544714,0.5467532,0.54128814,0.5351812,0.5257881,0.5195956,0.51263714,0.5067221,0.49590957,0.4900401,0.47907928,0.4700829,0.4639484,0.45510355,0.44561037,0.43562737,32.64822
sample_014,0.32903957,0.3233856,0.3178827,0.31286007,0.30746695,0.30311054,0.29684982,0.2916016,0.28688872,0.28275573,0.27717927,0.27334207,0.26830453,0.26438463,0.25793862,0.25372845,0.2528775,0.24736635,0.24488944,0.24290848,0.24138814,0.24039623,0.23761065,0.23706219,0.2375012,0.23888731,0.23833054,0.24147433,0.24235089,0.24255593,0.24501652,0.25015783,0.25305718,0.2569587,0.25879416,0.26156858,0.26759988,0.27079254,0.27553493,0.2799557,0.28292456,0.2888662,0.2924058,0.29531944,0.29918775,0.30298114,0.30707192,0.3081783,0.313297,0.31515485,0.31576568,0.31897783,0.31819704,0.32311538,0.3220924,0.3237181,0.3228633,0.32271898,0.32347405,0.32168528,0.32071263,0.31917596,0.31704867,0.31644794,0.31260097,0.31021857,0.3091373,0.30366078,0.30112115,0.29736745,0.29474658,0.2895109,0.28570172,0.2821632,0.27786806,0.2713636,0.26695073,0.26253578,0.25684252,0.2511643,0.2464504,0.24101646,0.23575923,0.2296931,0.22477964,0.21708784,0.21089488,0.20659143,0.20114899,0.1942805,0.18801935,0.18181258,0.17666934,0.16701002,0.16271982,0.15692277,0.15221292,0.14515656,0.14097367,0.13574485,0.13358897,0.12861826,0.12578982,0.12155245,0.121839724,0.11864337,0.119531326,0.1210509,0.12292661,0.12441133,0.12862638,0.13513786,0.13950509,0.14661537,0.15641579,0.16229993,0.17104194,0.18111575,0.18941422,0.19901282,0.21010643,0.22035185,0.22922826,0.24166748,0.2509012,0.260962,0.26916873,0.27874222,0.2866055,0.2929252,0.30113167,0.30702037,0.31133485,0.31863844,0.32307374,0.32689765,0.33165523,0.33330482,0.33571422,0.33908358,0.33978373,0.34072357,0.34367746,0.34333134,0.3448918,0.34245336,0.34510309,0.34517708,0.34370828,0.34268153,0.3435152,0.34387445,0.3451847,0.34316564,0.3426782,0.34162077,0.3413313,0.34088856,0.34210435,0.33818215,0.3391154,41.083412
sample_015,0.27816635,0.27764493,0.27485052,0.27170447,0.26792824,0.26547348,0.26287895,0.25803575,0.25600097,0.25388986,0.25388324,0.24854468,0.24752,0.24572991,0.24374373,0.24191627,0.23933259,0.2393078,0.23711993,0.2367896,0.23667167,0.23764257,0.23768455,0.23842356,0.23968981,0.24127786,0.2433044,0.24318331,0.24337554,0.24683064,0.24877499,0.2539233,0.25533226,0.25974628,0.2625623,0.2660936,0.2690834,0.27318722,0.27532932,0.2802391,0.28448895,0.28845897,0.29207376,0.29541773,0.29908204,0.30161548,0.3063022,0.30919218,0.31303328,0.31612274,0.31990564,0.32449666,0.32525235,0.32826242,0.33081713,0.334253,0.33659467,0.33855912,0.3395906,0.3454874,0.34744158,0.34783858,0.34945184,0.35058674,0.3536345,0.35586035,0.35779363,0.35827303,0.36062554,0.36112896,0.36232656,0.3649432,0.36729014,0.36873856,0.37055036,0.37467113,0.37444636,0.37915662,0.38115984,0.3834241,0.3868417,0.39014792,0.39883056,0.40320903,0.40802833,0.4146008,0.42232662,0.42987952,0.43754536,0.4469825,0.45652997,0.466505,0.47655928,0.49006823,0.5012668,0.51557434,0.5298231,0.544923,0.5583393,0.57374036,0.58929515,0.6053405,0.6208878,0.6346936,0.65013707,0.66404504,0.6773656,0.6894933,0.7027396,0.7110137,0.72012925,0.72674906,0.7316563,0.73580986,0.7387214,0.7376647,0.7350888,0.7297177,0.7238767,0.7170864,0.7039528,0.6903121,0.6797211,0.6622055,0.6469598,0.62767255,0.6090189,0.5911527,0.56792986,0.5471895,0.52338815,0.5032849,0.48034123,0.4572558,0.43449265,0.41358593,0.3944878,0.37503633,0.35713848,0.34075075,0.32465836,0.31276828,0.30213553,0.29214594,0.28620633,0.27949953,0.2789154,0.27572578,0.2787258,0.2833747,0.28676128,0.2926851,0.30093756,0.30718255,0.31651112,0.32184315,0.33188087,0.34163317,0.34671247,0.3553327,0.36320254,35.15773
sample_016,0.42224163,0.42614326,0.42964998,0.4325514,0.43682677,0.4400621,0.4457273,0.45016956,0.45258552,0.4586739,0.46607685,0.47083938,0.47530603,0.48169,0.48581868,0.4925732,0.49765685,0.50598586,0.5100593,0.5166328,0.5210866,0.5258506,0.53214926,0.53528464,0.53835034,0.5421527,0.54427224,0.54887635,0.5495192,0.55237377,0.5546977,0.5541271,0.5505545,0.5520093,0.5496105,0.54740566,0.5452925,0.5418402,0.53835475,0.53263855,0.5287505,0.52248055,0.51803184,0.51078886,0.5047104,0.49670345,0.49186182,0.4848857,0.47858846,0.4718872,0.4663299,0.46043807,0.45300502,0.44762242,0.44219223,0.43815434,0.43250376,0.4277031,0.42250803,0.41833362,0.4147172,0.41207215,0.40851247,0.40442085,0.4031927,0.40196973,0.40031335,0.40155715,0.4015252,0.4033776,0.40464506,0.40790838,0.4119178,0.41942912,0.42830577,0.43688464,0.448649,0.46114507,0.47785586,0.49581075,0.51581603,0.5354827,0.55688137,0.5766026,0.598185,0.6145914,0.63204926,0.644386,0.6537967,0.6573946,0.65919256,0.6552467,0.6459941,0.63448435,0.6170798,0.6013011,0.5797157,0.55807644,0.5361912,0.51425177,0.49189943,0.4726918,0.45191488,0.43749255,0.42229605,0.4067965,0.39519456,0.3845143,0.37267187,0.36649016,0.35928392,0.35383695,0.34849575,0.34318024,0.33859572,0.33302224,0.33172536,0.32582954,0.32236204,0.31721374,0.31641695,0.3121945,0.31036383,0.3061245,0.30528003,0.30408743,0.30092168,0.29818046,0.29707432,0.29767066,0.29718634,0.2961082,0.29456842,0.2924594,0.29395655,0.2943959,0.29378027,0.29308274,0.2954062,0.29506636,0.2959688,0.29535362,0.29744422,0.29796225,0.29850522,0.30055922,0.30073035,0.30135134,0.30178636,0.30342,0.3037205,0.30509773,0.30529276,0.30534527,0.3056821,0.3070213,0.30867812,0.3082492,0.30711743,0.3074765,0.30935168,34.31571
sample_017,0.31630868,0.31589544,0.31652054,0.31717652,0.31652626,0.3178489,0.31852815,0.31820595,0.32051113,0.32044053,0.31948045,0.32177868,0.32245284,0.3253806,0.3261286,0.3251791,0.32806683,0.3304321,0.33174384,0.33470672,0.33712378,0.3369015,0.3417899,0.34374976,0.34721455,0.35014316,0.35468405,0.35589457,0.3616429,0.36689126,0.3710114,0.37665108,0.38246876,0.38828805,0.39528468,0.40312392,0.41385868,0.4220561,0.43221313,0.4433642,0.45538703,0.4676762,0.48042044,0.49634027,0.50954056,0.5232528,0.53660804,0.5492343,0.56229305,0.571812,0.5804255,0.5874065,0.59260345,0.59441656,0.5956129,0.59202075,0.5879419,0.5790758,0.570035,0.5577295,0.5415443,0.5272772,0.50871754,0.49040356,0.47152317,0.4527377,0.43288472,0.41382122,0.39479905,0.37433648,0.35663143,0.33704808,0.3204664,0.3006249,0.28499126,0.26852393,0.25337014,0.23783635,0.2219289,0.20912975,0.19634524,0.18253227,0.17241022,0.15935986,0.14785509,0.14045098,0.13076808,0.12583902,0.11885469,0.11389231,0.10960246,0.1065896,0.10659516,0.10467577,0.105704226,0.10908856,0.111078314,0.11536137,0.11967946,0.12723403,0.13342603,0.14028147,0.14663509,0.15538199,0.16529651,0.17382531,0.18238923,0.19015649,0.19936621,0.20774,0.21505333,0.22532694,0.23305035,0.24041192,0.247681,0.25462317,0.26269728,0.26781824,0.27372614,0.27781963,0.28475976,0.28771314,0.29236364,0.2951528,0.2999428,0.3022551,0.305424,0.3080636,0.30899045,0.3119882,0.31499988,0.31501934,0.31783533,0.31783274,0.31850523,0.32180396,0.32088885,0.32106906,0.32347435,0.32415867,0.324604,0.3239347,0.32569098,0.3262014,0.32443985,0.3275334,0.32644495,0.32729846,0.32598045,0.32619438,0.32578954,0.32728028,0.32637516,0.3288527,0.3289326,0.32884848,0.3274973,0.3276038,0.3286366,0.32801837,0.32997105,37.900623
sample_018,0.25259528,0.25047445,0.24666086,0.24525978,0.24208255,0.2415749,0.23712222,0.23520473,0.23413712,0.22976823,0.22848456,0.22517419,0.2231188,0.22051743,0.21988137,0.21761008,0.2157862,0.21299699,0.21201965,0.21224383,0.21024296,0.21113996,0.20995122,0.21052071,0.21047726,0.21100101,0.21097732,0.21319284,0.2154527,0.21734038,0.21806906,0.22151542,0.22451712,0.22754475,0.23097682,0.23526362,0.23837128,0.24472894,0.25059244,0.2546733,0.26072568,0.2658772,0.27477542,0.28097004,0.28946316,0.29899904,0.30783653,0.31712785,0.32703882,0.3389135,0.34882843,0.36009297,0.37348923,0.38514778,0.39777467,0.41275916,0.42478207,0.44175118,0.4548377,0.4692097,0.48658335,0.50060546,0.5151605,0.53257555,0.54694116,0.5616507,0.5775699,0.5928589,0.6046621,0.61729914,0.6318899,0.6408677,0.6548438,0.66257066,0.6732796,0.6794338,0.6874176,0.6938275,0.6952442,0.70005876,0.6995658,0.6984492,0.6987704,0.69855684,0.69251287,0.687992,0.68267685,0.67375433,0.6670201,0.6578391,0.649892,0.6405495,0.6295442,0.6184858,0.6079862,0.5973195,0.5854404,0.5741036,0.566578,0.5543457,0.5454928,0.53976655,0.52768296,0.5227585,0.51486266,0.5095114,0.50647557,0.5010021,0.49939877,0.49721625,0.49686253,0.4952182,0.49954444,0.5023054,0.502778,0.5063865,0.51099277,0.51605904,0.52038354,0.5295065,0.5349819,0.5422402,0.55047905,0.5562947,0.56333363,0.5707226,0.57716495,0.5843099,0.5896148,0.5962986,0.60287935,0.60547775,0.60811055,0.6120056,0.6130867,0.6135407,0.61490136,0.61361617,0.61211413,0.60991305,0.6037785,0.6003573,0.5965679,0.5895523,0.58710116,0.5791213,0.57091886,0.5638635,0.55608225,0.54566395,0.5371704,0.5286883,0.5210878,0.5121169,0.50574523,0.4967771,0.4891294,0.4809429,0.4735037,0.46749005,0.46054888,32.30706
sample_019,0.3004199,0.2913488,0.28353027,0.27637088,0.26687095,0.2606612,0.2520017,0.24485737,0.23580691,0.23016135,0.22498985,0.21968335,0.2162332,0.21636377,0.21538195,0.21736805,0.22243278,0.22795925,0.24016862,0.2534467,0.269948,0.2851706,0.30469325,0.32616755,0.34894916,0.36890987,0.39213896,0.40978295,0.42906576,0.44230145,0.45726216,0.46375802,0.4693385,0.4721511,0.46863952,0.4632815,0.45501024,0.4446543,0.433069,0.42266476,0.4093054,0.39736688,0.38514736,0.3742502,0.36710644,0.35957566,0.35194963,0.3486266,0.34574583,0.34316838,0.34073338,0.34093988,0.340639,0.34368706,0.34347045,0.34463266,0.3450973,0.34724835,0.34802094,0.34973583,0.34985542,0.34893292,0.3483001,0.34583652,0.3457159,0.34105742,0.33896172,0.3331151,0.32833144,0.32511705,0.31812644,0.31139135,0.30590066,0.3004705,0.29719883,0.29317427,0.28848866,0.28481835,0.28326252,0.28073737,0.28145134,0.2814397,0.28458107,0.2851372,0.28676793,0.2935084,0.29586676,0.29866734,0.30208468,0.3065217,0.31068894,0.31304953,0.31814623,0.3210921,0.32589725,0.3262311,0.33071184,0.33287454,0.33442342,0.334692,0.33802748,0.3387469,0.3391552,0.3390968,0.34106028,0.34083685,0.34222165,0.34000167,0.3412295,0.341018,0.3402381,0.33826137,0.3421623,0.34001353,0.33919546,0.3405011,0.34053725,0.33734724,0.3394486,0.33897784,0.3372654,0.33797717,0.33776805,0.33791465,0.336187,0.33689356,0.33557072,0.33519757,0.33643645,0.33563495,0.3337278,0.33465958,0.33421928,0.33606198,0.3348978,0.33570558,0.33342218,0.33371124,0.3330906,0.33226958,0.3310757,0.33253708,0.33309922,0.33080578,0.33242804,0.33215612,0.33273238,0.33152166,0.33085504,0.33013478,0.32938698,0.32954413,0.32813862,0.32962728,0.32951555,0.3280268,0.3271967,0.32822663,0.3278276,0.32962766,0.32712895,37.54325
sample_020,0.37837702,0.3726295,0.36771542,0.3637876,0.35830286,0.35110077,0.34495765,0.3385244,0.3321862,0.32472974,0.32034224,0.3146684,0.30880818,0.3068646,0.3042706,0.30619752,0.3054051,0.3072141,0.30970696,0.31195605,0.31688812,0.3213235,0.32862467,0.33319676,0.33998978,0.34446117,0.35079128,0.35708904,0.35853115,0.3644769,0.3669491,0.37000814,0.3727472,0.37495267,0.37658685,0.38052037,0.37924734,0.38079923,0.38309267,0.3819354,0.38065764,0.38008857,0.3810839,0.38096488,0.3804599,0.37927717,0.3793218,0.37923908,0.3803301,0.37735337,0.37797776,0.37670383,0.3765898,0.37575412,0.3762791,0.37325963,0.3739762,0.37172619,0.36910543,0.369181,0.36755916,0.3651743,0.3653234,0.35959232,0.35771257,0.35517547,0.34964153,0.3476687,0.34375748,0.33810163,0.33338508,0.32945532,0.32380614,0.31823647,0.31263947,0.3040423,0.29635367,0.2895283,0.28523803,0.2779062,0.2705581,0.26337814,0.25647825,0.24805467,0.24327521,0.23742597,0.23103154,0.22430229,0.21986312,0.2162639,0.21108118,0.20785691,0.20371987,0.200098,0.19761136,0.19254486,0.18815868,0.18596044,0.1824494,0.17611454,0.17264873,0.16631213,0.16248831,0.15636192,0.15432397,0.14982602,0.14647935,0.14339352,0.14186057,0.14164053,0.14391775,0.14542681,0.15067478,0.15607111,0.16350119,0.17151529,0.18235065,0.19347718,0.20567328,0.21919186,0.23361737,0.24644363,0.26049107,0.275618,0.28691837,0.30083665,0.31311592,0.32669765,0.33746994,0.35148194,0.36096615,0.37357697,0.38489535,0.39647347,0.4072135,0.41822994,0.42773312,0.43548244,0.44427952,0.44986904,0.45635095,0.46087208,0.46417004,0.4661466,0.46277046,0.461436,0.4563017,0.45151243,0.44664624,0.43623307,0.4290747,0.42172095,0.4101306,0.40366137,0.39603335,0.38454553,0.38106298,0.37210327,0.36856082,0.36212894,0.35648155,39.417984
sample_021,0.33412817,0.3347767,0.33514977,0.33523646,0.335244,0.33702454,0.3363585,0.33785793,0.33696333,0.3372846,0.33661392,0.3383988,0.33759606,0.33688313,0.33812633,0.336585,0.33802927,0.3370952,0.3377224,0.33799946,0.33671835,0.33562842,0.33726,0.334334,0.3372319,0.33582363,0.3350436,0.3323284,0.33108082,0.3299397,0.3278839,0.325819,0.32279944,0.31963375,0.3146502,0.31469184,0.30873927,0.3073424,0.30069664,0.29602954,0.2890456,0.2848434,0.2779624,0.27229714,0.26516655,0.26008144,0.25284266,0.24556449,0.24122453,0.23407862,0.22952719,0.22223295,0.22026113,0.21713103,0.21324274,0.20983154,0.20926954,0.20983453,0.21161646,0.21350308,0.21464792,0.22065368,0.22347331,0.23061351,0.23664196,0.24347484,0.2519578,0.25881493,0.26774108,0.27629703,0.28409413,0.2910068,0.30114383,0.30695802,0.31636027,0.32186097,0.32750577,0.33065364,0.33678868,0.3402809,0.34358996,0.34412986,0.34554017,0.3442565,0.34583223,0.3429934,0.33955765,0.33751187,0.3328332,0.32961816,0.3252272,0.32176673,0.3171353,0.31407183,0.31141827,0.3046844,0.30272147,0.29776907,0.29537538,0.2934063,0.28948423,0.28934863,0.2876134,0.28610224,0.28770187,0.28728625,0.28784734,0.29038858,0.29314637,0.29278615,0.29442918,0.29616964,0.30092114,0.3035975,0.30579218,0.30989647,0.31247923,0.31404844,0.31679338,0.31933495,0.32056016,0.3240282,0.32439527,0.32353234,0.32451195,0.32064304,0.31711075,0.31554753,0.31031257,0.3023848,0.29466122,0.2861212,0.27778405,0.26806766,0.25639978,0.24637051,0.23763625,0.22927438,0.22029023,0.21429287,0.21092767,0.20994419,0.21029559,0.21275882,0.21521649,0.22278304,0.231021,0.2421283,0.25358742,0.26611653,0.27686712,0.2893018,0.300704,0.3095801,0.31901866,0.32795754,0.33439973,0.34022334,0.34596753,0.35019305,0.3530165,39.33086
sample_022,0.3108266,0.31045306,0.311503,0.31187868,0.31249347,0.31195244,0.31451777,0.3141172,0.31595072,0.31650838,0.31643152,0.31721726,0.31757206,0.31871375,0.31919596,0.32175732,0.3205288,0.32175374,0.32204673,0.32189718,0.32281697,0.3249635,0.3244301,0.3250018,0.32544097,0.3268596,0.32681653,0.32670626,0.32887557,0.32907817,0.3311203,0.3305353,0.32941982,0.33245412,0.33268237,0.33309183,0.33426264,0.33392355,0.33452037,0.3366822,0.33546507,0.33840138,0.3383011,0.33945328,0.34097368,0.34093857,0.34091425,0.34170997,0.34374526,0.3427998,0.3433034,0.34475392,0.34534055,0.34811163,0.3488245,0.3488049,0.3513567,0.3538288,0.35646453,0.35891765,0.36442012,0.36976692,0.37691185,0.38205403,0.39334163,0.40456498,0.41615227,0.42970192,0.4445996,0.4617468,0.4788892,0.4985801,0.51611286,0.53611785,0.55348146,0.5695446,0.58254206,0.5935986,0.6043494,0.61049414,0.6096964,0.60883415,0.5998884,0.5934379,0.5789359,0.5639936,0.5450455,0.52490354,0.5051722,0.48403713,0.4638715,0.44007835,0.421705,0.40503538,0.3859401,0.37045312,0.35632306,0.3427298,0.33307305,0.32383928,0.31350222,0.310543,0.30665332,0.30227783,0.30041873,0.30016464,0.3023826,0.3032776,0.31018296,0.31436348,0.32075396,0.33048978,0.3414819,0.35322574,0.36821702,0.3816243,0.3975854,0.41658834,0.43689725,0.45664003,0.47752467,0.5017936,0.5215494,0.5464987,0.5690133,0.59070915,0.6153296,0.6388937,0.65771127,0.67992324,0.6976256,0.7164741,0.7314181,0.745905,0.75949824,0.7718499,0.7796244,0.78501415,0.7901804,0.793023,0.7905171,0.7894896,0.7866161,0.78052264,0.7736488,0.7634955,0.7539766,0.7417643,0.730771,0.7151193,0.70179164,0.6867814,0.67182934,0.6575787,0.642045,0.6280441,0.61267,0.5987302,0.58426136,0.57123846,0.5584411,34.02693
